chr	gene_id	gene_name	start	end	gene_type
11	ENSG00000255305.1	RP11-529A4.7	89711708	89713829	pseudogene
11	ENSG00000237706.3	TRIM51EP	89714609	89724840	pseudogene
11	ENSG00000225581.3	TRIM53AP	89726704	89732909	pseudogene
11	ENSG00000255184.1	RP11-313I2.7	89750779	89757679	pseudogene
11	ENSG00000204449.2	TRIM49C	89764274	89806558	protein_coding
11	ENSG00000254803.1	RP11-529A4.9	89783113	89783434	pseudogene
11	ENSG00000254916.1	RP11-529A4.12	89785005	89786904	pseudogene
11	ENSG00000223709.4	TRIM64EP	89789145	89796167	pseudogene
11	ENSG00000255011.1	RP11-529A4.10	89804304	89806223	pseudogene
11	ENSG00000254888.2	RP11-716D19.1	89808007	89808264	pseudogene
11	ENSG00000255009.2	UBTFL1	89819081	89820299	pseudogene
11	ENSG00000254436.1	AP000648.6	89831589	89831985	pseudogene
11	ENSG00000207299.1	SNORD56	89851559	89851629	snoRNA
11	ENSG00000077616.6	NAALAD2	89864683	89926062	protein_coding
11	ENSG00000110172.7	CHORDC1	89934328	89956532	protein_coding
11	ENSG00000261645.1	DISC1FP1	89984400	90648220	processed_transcript
11	ENSG00000214391.3	RP11-121L10.3	90015728	90017340	pseudogene
11	ENSG00000223101.1	AP002364.1	90057944	90058052	miRNA
11	ENSG00000266703.1	MIR4490	90288942	90289025	miRNA
11	ENSG00000221586.1	MIR1261	90602289	90602370	miRNA
11	ENSG00000254677.1	OSBPL9P2	90847892	90849119	pseudogene
11	ENSG00000255070.1	OSBPL9P3	90849129	90849723	pseudogene
11	ENSG00000255187.1	RP11-699F16.2	90891251	90900462	lincRNA
11	ENSG00000255332.3	RP11-201M22.1	91527528	91545460	lincRNA
11	ENSG00000254961.1	TUBB4BP4	91682897	91683200	pseudogene
11	ENSG00000242248.2	RPL7AP57	91894272	91895055	pseudogene
11	ENSG00000235547.3	NDUFB11P1	92069198	92069662	pseudogene
11	ENSG00000165323.11	FAT3	92085262	92629618	protein_coding
11	ENSG00000249255.1	PGAM1P9	92099662	92100416	pseudogene
11	ENSG00000254705.1	RP11-675M1.2	92133357	92141342	antisense
11	ENSG00000244244.2	RPS3AP42	92231318	92232101	pseudogene
11	ENSG00000239086.1	snoU13	92462496	92462581	snoRNA
11	ENSG00000255506.1	RP11-203F8.1	92481898	92500033	antisense
11	ENSG00000255127.1	EEF1A1P18	92647768	92649757	pseudogene
11	ENSG00000255287.1	RP11-676F20.3	92670607	92670832	pseudogene
11	ENSG00000254874.1	RP11-676F20.1	92698963	92699769	lincRNA
11	ENSG00000134640.2	MTNR1B	92702886	92718232	protein_coding
11	ENSG00000242807.1	RPL26P31	92785561	92785993	pseudogene
11	ENSG00000180773.10	SLC36A4	92877341	92931130	protein_coding
11	ENSG00000255445.1	RP11-573M3.3	92885241	92885916	pseudogene
11	ENSG00000233737.3	RP11-573M3.4	92954652	92954796	pseudogene
11	ENSG00000255233.1	RP11-755E23.3	92973299	92974334	lincRNA
11	ENSG00000165325.9	CCDC67	93063137	93171653	protein_coding
11	ENSG00000221565.1	AP004242.1	93140991	93141079	miRNA
11	ENSG00000166002.2	SMCO4	93211638	93276674	protein_coding
11	ENSG00000234106.3	RP11-288E14.2	93268634	93268982	pseudogene
11	ENSG00000240202.2	RN7SL223P	93290079	93290369	misc_RNA
11	ENSG00000255515.1	RP11-178H8.3	93342926	93343499	pseudogene
11	ENSG00000166004.10	KIAA1731	93394805	93463522	protein_coding
11	ENSG00000199875.1	Y_RNA	93452769	93452881	misc_RNA
11	ENSG00000254911.2	SCARNA9	93454679	93455032	antisense
11	ENSG00000166012.10	TAF1D	93463114	93517557	protein_coding
11	ENSG00000207112.1	SNORA25	93463679	93463812	snoRNA
11	ENSG00000206799.1	SNORA32	93464145	93464265	snoRNA
11	ENSG00000202314.1	SNORD6	93464668	93464740	snoRNA
11	ENSG00000206834.1	SNORA1	93465170	93465299	snoRNA
11	ENSG00000207304.1	SNORA8	93465527	93465665	snoRNA
11	ENSG00000239195.1	SNORD5	93466394	93466466	snoRNA
11	ENSG00000207145.1	SNORA18	93466632	93466763	snoRNA
11	ENSG00000221170.1	MIR1304	93466840	93466930	miRNA
11	ENSG00000210825.1	SNORA40	93468277	93468402	snoRNA
11	ENSG00000182919.10	C11orf54	93474757	93497915	protein_coding
11	ENSG00000042429.6	MED17	93517393	93547861	protein_coding
11	ENSG00000238437.1	snoU13	93530379	93530479	snoRNA
11	ENSG00000265292.1	RN7SL195P	93533649	93533916	misc_RNA
11	ENSG00000214376.5	VSTM5	93551398	93583697	protein_coding
11	ENSG00000206911.1	Y_RNA	93560788	93560900	misc_RNA
11	ENSG00000255995.1	HPRTP4	93724512	93724595	pseudogene
11	ENSG00000256752.1	HPRTP3	93731809	93732384	pseudogene
11	ENSG00000181333.11	HEPHL1	93754527	93846917	protein_coding
11	ENSG00000227593.2	RP11-715G18.3	93788189	93789138	pseudogene
11	ENSG00000110218.4	PANX1	93862094	93915138	protein_coding
11	ENSG00000256745.1	RP11-680H20.1	93921615	93922163	pseudogene
11	ENSG00000250519.2	RP11-680H20.2	93971316	94012372	lincRNA
11	ENSG00000183560.4	FOLR4	94038759	94040887	protein_coding
11	ENSG00000123901.4	GPR83	94110477	94134585	protein_coding
11	ENSG00000263966.1	AP000765.1	94149876	94149927	miRNA
11	ENSG00000020922.8	MRE11A	94152895	94227074	protein_coding
11	ENSG00000221230.1	MIR548L	94199661	94199746	miRNA
11	ENSG00000255893.1	RP11-685N10.1	94206074	94206736	antisense
11	ENSG00000168876.4	ANKRD49	94226795	94232749	protein_coding
11	ENSG00000257057.1	RP11-867G2.2	94245747	94265289	lincRNA
11	ENSG00000134627.7	PIWIL4	94277006	94354587	protein_coding
11	ENSG00000196371.2	FUT4	94277017	94283063	protein_coding
11	ENSG00000255929.1	RP11-867G2.8	94278496	94473521	antisense
11	ENSG00000233536.2	RP11-867G2.5	94371204	94373999	lincRNA
11	ENSG00000255666.1	RP11-867G2.6	94375073	94384797	lincRNA
11	ENSG00000166025.13	AMOTL1	94439597	94609918	protein_coding
11	ENSG00000256469.1	RP11-856F16.2	94607217	94658686	antisense
11	ENSG00000213368.3	ST13P11	94646212	94646931	pseudogene
11	ENSG00000150316.7	CWC15	94695787	94706776	protein_coding
11	ENSG00000186280.5	KDM4D	94706845	94732682	protein_coding
11	ENSG00000255653.1	RP11-60C6.3	94745022	94745696	pseudogene
11	ENSG00000235268.2	KDM4E	94758422	94760760	protein_coding
11	ENSG00000256779.1	RP11-60C6.5	94770646	94771620	pseudogene
11	ENSG00000257012.1	RP11-60C6.6	94773575	94774735	pseudogene
11	ENSG00000255855.1	RP11-735A19.2	94782586	94784109	pseudogene
11	ENSG00000180771.10	SRSF8	94800056	94804388	pseudogene
11	ENSG00000271885.1	SRSF8	94800361	94802388	polymorphic_pseudogene
11	ENSG00000149218.4	ENDOD1	94822974	94865809	protein_coding
11	ENSG00000270689.1	RP11-712B9.4	94876801	94878289	pseudogene
11	ENSG00000270578.1	RP11-712B9.5	94878601	94879168	pseudogene
11	ENSG00000245552.2	RP11-712B9.2	94883703	94967268	antisense
11	ENSG00000149212.6	SESN3	94898704	94965705	protein_coding
11	ENSG00000201204.1	Y_RNA	95206436	95206538	misc_RNA
11	ENSG00000250390.2	RP11-338H14.1	95215570	95230717	lincRNA
11	ENSG00000255605.1	RP11-644L4.1	95431250	95433787	lincRNA
11	ENSG00000077458.8	FAM76B	95502106	95523573	protein_coding
11	ENSG00000166037.6	CEP57	95523129	95565857	protein_coding
11	ENSG00000256885.1	AP001877.1	95556681	95557336	pseudogene
11	ENSG00000087053.14	MTMR2	95566046	95658479	protein_coding
11	ENSG00000222578.1	RNA5SP345	95573181	95573288	rRNA
11	ENSG00000242993.1	RP11-697H10.1	95696383	95696788	pseudogene
11	ENSG00000184384.9	MAML2	95709762	96076344	protein_coding
11	ENSG00000266192.1	MIR1260B	96074602	96074690	miRNA
11	ENSG00000149231.7	CCDC82	96085933	96123087	protein_coding
11	ENSG00000183340.5	JRKL	96123153	96240738	protein_coding
11	ENSG00000255679.1	JRKL-AS1	96180296	96239990	lincRNA
11	ENSG00000200411.1	RNA5SP346	96207736	96207856	rRNA
11	ENSG00000256684.1	RP11-49K4.2	96241589	96247912	lincRNA
11	ENSG00000254587.1	RP11-360K13.1	96461317	96584822	lincRNA
11	ENSG00000255376.1	RP11-360K13.2	96513671	96514225	pseudogene
11	ENSG00000255205.1	MED28P5	96871274	96871711	pseudogene
11	ENSG00000270753.1	RP11-693I21.1	96957160	96957682	pseudogene
11	ENSG00000255039.1	RP11-882G5.1	97093644	97130987	lincRNA
11	ENSG00000199315.1	RNA5SP347	97528464	97528582	rRNA
11	ENSG00000255502.1	RP11-379J13.2	97749781	97813762	lincRNA
11	ENSG00000254555.1	RP11-379J13.1	97779253	97779537	pseudogene
11	ENSG00000216073.2	AP003730.1	97783797	97783889	miRNA
11	ENSG00000255380.1	RP11-684B20.1	98000967	98001926	pseudogene
11	ENSG00000254939.1	CTD-2342I9.1	98435804	98437557	pseudogene
11	ENSG00000254599.1	RP11-115E19.1	98547121	98554465	lincRNA
11	ENSG00000254830.1	RP11-99C10.1	98809642	98815809	lincRNA
11	ENSG00000149972.6	CNTN5	98891683	100229616	protein_coding
11	ENSG00000223269.1	RN7SKP53	98990906	98991220	misc_RNA
11	ENSG00000266616.1	AP003558.1	99295669	99295736	miRNA
11	ENSG00000255547.1	RPA2P3	100207588	100208357	pseudogene
11	ENSG00000242165.2	RN7SL222P	100512709	100513004	misc_RNA
11	ENSG00000255059.1	AP000620.1	100537190	100537693	pseudogene
11	ENSG00000248027.1	CTD-2383M3.1	100554893	100558686	antisense
11	ENSG00000165895.13	ARHGAP42	100558384	100862668	protein_coding
11	ENSG00000265208.1	AC015600.1	100665172	100665266	miRNA
11	ENSG00000200047.1	RN7SKP115	100710361	100710677	misc_RNA
11	ENSG00000238388.1	snoU13	100805005	100805109	snoRNA
11	ENSG00000170647.2	TMEM133	100862811	100864663	protein_coding
11	ENSG00000082175.10	PGR	100900355	101001255	protein_coding
11	ENSG00000255504.1	RP11-788M5.3	101018881	101080322	pseudogene
11	ENSG00000137672.8	TRPC6	101322295	101743293	protein_coding
11	ENSG00000263885.1	MIR3920	101390551	101390636	miRNA
11	ENSG00000254506.1	RP11-748H22.1	101455026	101465887	pseudogene
11	ENSG00000254534.1	RP11-748H22.2	101636666	101640692	pseudogene
11	ENSG00000187151.3	ANGPTL5	101761405	101787253	protein_coding
11	ENSG00000110318.9	KIAA1377	101785746	101871789	protein_coding
11	ENSG00000137691.8	C11orf70	101918174	101955291	protein_coding
11	ENSG00000252679.1	snoU13	101927694	101927748	snoRNA
11	ENSG00000239154.1	snoU13	101929036	101929139	snoRNA
11	ENSG00000260008.1	RP11-732A21.2	101978617	101980573	sense_overlapping
11	ENSG00000137693.9	YAP1	101981192	102104154	protein_coding
11	ENSG00000254422.1	RP11-864G5.3	102100582	102101653	antisense
11	ENSG00000243777.1	RP11-864G5.1	102165791	102166537	pseudogene
11	ENSG00000270868.1	RP11-864G5.7	102176843	102177002	pseudogene
11	ENSG00000271600.1	RP11-864G5.8	102179288	102179528	pseudogene
11	ENSG00000212466.1	RNU6-952P	102184453	102184560	snRNA
11	ENSG00000023445.9	BIRC3	102188215	102210134	protein_coding
11	ENSG00000110330.4	BIRC2	102217942	102249401	protein_coding
11	ENSG00000152558.10	TMEM123	102267063	102341115	protein_coding
11	ENSG00000255337.1	RP11-315O6.1	102323650	102332739	antisense
11	ENSG00000255482.1	RP11-315O6.2	102337986	102369532	protein_coding
11	ENSG00000137673.4	MMP7	102391239	102401484	protein_coding
11	ENSG00000137674.3	MMP20	102447566	102496063	protein_coding
11	ENSG00000256916.1	RP11-817J15.2	102477647	102498801	antisense
11	ENSG00000255798.1	RP11-817J15.3	102552041	102554644	protein_coding
11	ENSG00000137675.4	MMP27	102562218	102576537	protein_coding
11	ENSG00000118113.7	MMP8	102582526	102597781	protein_coding
11	ENSG00000255282.2	WTAPP1	102617699	102707497	pseudogene
11	ENSG00000225678.2	AP000619.5	102621801	102625674	pseudogene
11	ENSG00000256254.1	AP000647.3	102637532	102638658	pseudogene
11	ENSG00000166670.5	MMP10	102641234	102651359	protein_coding
11	ENSG00000196611.4	MMP1	102660651	102668891	protein_coding
11	ENSG00000256035.1	AP000619.6	102677679	102678647	pseudogene
11	ENSG00000149968.7	MMP3	102706532	102714534	protein_coding
11	ENSG00000110347.7	MMP12	102733467	102745764	processed_transcript
11	ENSG00000255469.1	RP11-725K16.2	102751222	102751576	pseudogene
11	ENSG00000238562.1	RNU7-159P	102774622	102774683	snRNA
11	ENSG00000137745.7	MMP13	102813724	102826463	protein_coding
11	ENSG00000239861.1	RP11-690D19.1	102915966	102916441	pseudogene
11	ENSG00000260966.1	RP11-690D19.3	102921416	102926528	sense_overlapping
11	ENSG00000137692.7	DCUN1D5	102932805	102962944	protein_coding
11	ENSG00000187240.9	DYNC2H1	102980160	103350591	protein_coding
11	ENSG00000254895.1	RP11-37O16.7	103272741	103273326	pseudogene
11	ENSG00000254931.1	RP11-37O16.6	103273316	103273989	pseudogene
11	ENSG00000254958.1	RP11-37O16.5	103273944	103274150	pseudogene
11	ENSG00000255417.1	RP11-37O16.4	103274240	103274895	pseudogene
11	ENSG00000255350.1	RP11-37O16.3	103275037	103276562	pseudogene
11	ENSG00000254565.1	MTND2P26	103276941	103277969	pseudogene
11	ENSG00000253245.2	MTND1P36	103278169	103279104	pseudogene
11	ENSG00000254824.1	RP11-37O16.8	103280308	103280385	pseudogene
11	ENSG00000254987.1	RP11-563P16.1	103546722	103765999	lincRNA
11	ENSG00000264200.1	MIR4693	103720634	103720708	miRNA
11	ENSG00000170962.8	PDGFD	103777914	104035107	protein_coding
11	ENSG00000255548.1	RP11-617B3.2	103816276	103817274	antisense
11	ENSG00000170967.3	DDI1	103907308	103909922	protein_coding
11	ENSG00000252251.1	RNA5SP348	104123307	104123343	rRNA
11	ENSG00000256422.1	RP11-886D15.1	104316596	104480049	lincRNA
11	ENSG00000270449.1	RP11-681H10.1	104553111	104553309	pseudogene
11	ENSG00000254569.1	RP11-693N9.1	104743991	104744144	pseudogene
11	ENSG00000204403.5	CASP12	104756445	104769397	protein_coding
11	ENSG00000235505.3	RP11-693N9.2	104772276	104789800	pseudogene
11	ENSG00000196954.8	CASP4	104813593	104840163	protein_coding
11	ENSG00000137757.6	CASP5	104864962	104893895	protein_coding
11	ENSG00000137752.18	CASP1	104896170	104972158	protein_coding
11	ENSG00000204397.3	CARD16	104912053	104972158	protein_coding
11	ENSG00000254750.1	CASP1P2	104934072	104942268	pseudogene
11	ENSG00000255221.2	CARD17	104963196	104972158	protein_coding
11	ENSG00000255430.1	CASP1P1	104993388	104994066	pseudogene
11	ENSG00000255501.1	CARD18	105008448	105010453	protein_coding
11	ENSG00000254998.1	RP11-94P11.4	105028654	105402424	lincRNA
11	ENSG00000254767.1	OR2AL1P	105065167	105065673	pseudogene
11	ENSG00000255336.1	RP11-94P11.3	105117607	105117787	pseudogene
11	ENSG00000152578.8	GRIA4	105480721	105852819	protein_coding
11	ENSG00000255403.1	AP000641.1	105577025	105578663	pseudogene
11	ENSG00000222663.1	RNU4-55P	105695360	105695496	snRNA
11	ENSG00000263371.1	AP000673.1	105804680	105804760	miRNA
11	ENSG00000252081.1	RNU6-277P	105845553	105845658	snRNA
11	ENSG00000170903.6	MSANTD4	105866350	105893130	protein_coding
11	ENSG00000182359.10	KBTBD3	105921825	105948492	protein_coding
11	ENSG00000149313.6	AASDHPPT	105946228	105969437	protein_coding
11	ENSG00000254433.1	RP11-677I18.3	105956717	105972702	antisense
11	ENSG00000254580.1	RP11-677I18.4	105983186	106002843	lincRNA
11	ENSG00000254811.1	RP11-680E19.1	106120746	106135632	pseudogene
11	ENSG00000255065.1	RP11-680E19.2	106180772	106182518	pseudogene
11	ENSG00000260512.1	RP13-259F12.2	106544738	106550066	sense_overlapping
11	ENSG00000152402.5	GUCY1A2	106555148	106889250	protein_coding
11	ENSG00000264542.1	AP001282.1	106672075	106672218	miRNA
11	ENSG00000213252.3	RP11-819M15.1	106697118	106698616	pseudogene
11	ENSG00000255353.1	RP11-382M14.1	107047012	107048256	pseudogene
11	ENSG00000261098.1	RP11-819C21.1	107182858	107186997	lincRNA
11	ENSG00000152404.11	CWF19L2	107197071	107328572	protein_coding
11	ENSG00000225215.1	SMARCE1P1	107274130	107275315	pseudogene
11	ENSG00000137760.10	ALKBH8	107373452	107436472	protein_coding
11	ENSG00000270969.1	CTD-2355J17.2	107456627	107457629	pseudogene
11	ENSG00000110675.8	ELMOD1	107461817	107537505	protein_coding
11	ENSG00000268467.1	AP000889.3	107462471	107463949	protein_coding
11	ENSG00000255483.1	AP000889.2	107471105	107471594	pseudogene
11	ENSG00000254758.1	AP000889.1	107513613	107514597	pseudogene
11	ENSG00000170290.3	SLN	107578104	107590419	protein_coding
11	ENSG00000268602.1	AP002353.1	107582998	107595135	protein_coding
11	ENSG00000254702.1	CTD-2651C21.3	107606735	107609444	pseudogene
11	ENSG00000214306.3	AP001024.2	107643129	107647344	protein_coding
11	ENSG00000214305.3	AP001024.1	107650219	107652316	protein_coding
11	ENSG00000110660.10	SLC35F2	107661717	107799019	protein_coding
11	ENSG00000240652.1	RP11-832N8.1	107779146	107779490	pseudogene
11	ENSG00000179331.2	RAB39A	107799229	107834208	protein_coding
11	ENSG00000166266.9	CUL5	107879459	107978503	protein_coding
11	ENSG00000200855.1	Y_RNA	107955640	107955741	misc_RNA
11	ENSG00000255467.1	RP11-144G7.2	107975801	107992411	antisense
11	ENSG00000075239.9	ACAT1	107992243	108018503	protein_coding
11	ENSG00000149308.11	NPAT	108027942	108093369	protein_coding
11	ENSG00000149311.13	ATM	108093211	108239829	protein_coding
11	ENSG00000206967.1	Y_RNA	108100230	108100331	misc_RNA
11	ENSG00000269042.1	AP001925.1	108130255	108136480	protein_coding
11	ENSG00000166323.8	C11orf65	108179246	108338258	protein_coding
11	ENSG00000221607.1	AP005718.1	108340182	108340279	miRNA
11	ENSG00000178202.8	KDELC2	108342832	108369159	protein_coding
11	ENSG00000110723.7	EXPH5	108376158	108464465	protein_coding
11	ENSG00000178105.5	DDX10	108535752	108811657	protein_coding
11	ENSG00000240698.1	RPS2P39	108561016	108561683	pseudogene
11	ENSG00000254730.1	RP11-801G16.2	108598468	108600831	pseudogene
11	ENSG00000255379.1	CYCSP29	108693060	108693377	pseudogene
11	ENSG00000203334.3	AP003027.1	108828445	108830523	pseudogene
11	ENSG00000255528.1	RP11-25I9.2	108873192	108908694	lincRNA
11	ENSG00000201243.1	RNU6-654P	108876244	108876350	snRNA
11	ENSG00000200613.1	RNA5SP349	108991605	108991713	rRNA
11	ENSG00000264997.1	SNORD39	109134221	109134291	snoRNA
11	ENSG00000255028.1	RP11-708B6.2	109225812	109454633	antisense
11	ENSG00000185742.6	C11orf87	109292846	109299840	protein_coding
11	ENSG00000254890.1	RP11-10A7.1	109357694	109358150	pseudogene
11	ENSG00000254482.1	RP11-386B1.1	109508194	109508854	pseudogene
11	ENSG00000254659.2	RP11-262A12.1	109622168	109694573	lincRNA
11	ENSG00000254798.1	TFAMP2	109777730	109778467	pseudogene
11	ENSG00000224776.3	RP11-361A21.1	109852918	109853769	pseudogene
11	ENSG00000270423.1	RP11-361A21.3	109855969	109856386	pseudogene
11	ENSG00000255210.1	RP11-344L21.1	109920253	109920885	pseudogene
11	ENSG00000149289.6	ZC3H12C	109964087	110042566	protein_coding
11	ENSG00000137710.10	RDX	110045605	110167447	protein_coding
11	ENSG00000254416.1	RP11-347E10.1	110225855	110277124	lincRNA
11	ENSG00000137714.2	FDX1	110300607	110335605	protein_coding
11	ENSG00000137727.8	ARHGAP20	110447766	110583912	protein_coding
11	ENSG00000233497.3	HNRNPA1P60	110658749	110659735	pseudogene
11	ENSG00000255149.1	RP11-97I14.1	110747718	110747901	pseudogene
11	ENSG00000200168.1	RNA5SP350	110910822	110910932	rRNA
11	ENSG00000271390.1	RP11-89C3.3	110960594	110961092	lincRNA
11	ENSG00000271584.1	RP11-89C3.4	110962656	110968081	lincRNA
11	ENSG00000239354.1	RP11-89C3.1	110976271	110976619	pseudogene
11	ENSG00000270202.1	RP11-89C3.2	110977784	110978474	pseudogene
11	ENSG00000150750.6	C11orf53	111126707	111157126	protein_coding
11	ENSG00000196167.5	C11orf92	111164114	111175770	protein_coding
11	ENSG00000214290.3	C11orf93	111169565	111179460	protein_coding
11	ENSG00000264032.1	MIR4491	111218482	111218549	miRNA
11	ENSG00000110777.7	POU2AF1	111222977	111326355	protein_coding
11	ENSG00000253099.1	RNU2-60P	111253817	111253944	snRNA
11	ENSG00000255428.1	RP11-794P6.1	111284967	111288911	sense_intronic
11	ENSG00000255208.1	RP11-794P6.3	111320593	111322036	antisense
11	ENSG00000255093.1	RP11-794P6.2	111322064	111328876	protein_coding
11	ENSG00000137707.9	BTG4	111338251	111383079	protein_coding
11	ENSG00000207811.1	MIR34B	111383663	111383746	miRNA
11	ENSG00000207562.1	MIR34C	111384164	111384240	miRNA
11	ENSG00000254980.1	RP11-794P6.6	111384768	111397480	antisense
11	ENSG00000183644.9	C11orf88	111385510	111407756	protein_coding
11	ENSG00000204381.7	LAYN	111411005	111432264	protein_coding
11	ENSG00000170145.4	SIK2	111473115	111601577	protein_coding
11	ENSG00000235286.1	AP000925.2	111541680	111543128	pseudogene
11	ENSG00000223324.1	RN7SKP273	111553835	111554148	misc_RNA
11	ENSG00000137713.11	PPP2R1B	111597632	111637151	protein_coding
11	ENSG00000254990.1	RP11-108O10.2	111639392	111649074	lincRNA
11	ENSG00000086848.10	ALG9	111652919	111742305	protein_coding
11	ENSG00000258529.1	ALG9	111657010	111750149	protein_coding
11	ENSG00000254450.1	ALG9-IT1	111687938	111699936	sense_intronic
11	ENSG00000254949.1	GNG5P3	111734977	111735183	pseudogene
11	ENSG00000255561.2	FDXACB1	111744780	111751967	protein_coding
11	ENSG00000137720.3	C11orf1	111749659	111756699	protein_coding
11	ENSG00000176343.5	RPL37AP8	111759923	111760198	pseudogene
11	ENSG00000109846.3	CRYAB	111779289	111794446	protein_coding
11	ENSG00000170276.4	HSPB2	111782966	111789574	protein_coding
11	ENSG00000254445.1	HSPB2-C11orf52	111783460	111797595	protein_coding
11	ENSG00000149300.5	C11orf52	111788756	111797596	protein_coding
11	ENSG00000150764.9	DIXDC1	111797868	111893308	protein_coding
11	ENSG00000238965.1	RNA5SP351	111799124	111799232	rRNA
11	ENSG00000255286.2	RP11-708L7.7	111816363	111817616	pseudogene
11	ENSG00000255334.1	RP11-708L7.6	111886031	111886848	sense_intronic
11	ENSG00000150768.11	DLAT	111895538	111935114	protein_coding
11	ENSG00000230911.1	PPIHP1	111900582	111901091	pseudogene
11	ENSG00000238444.1	RNU6-893P	111903223	111903322	snRNA
11	ENSG00000271025.1	RP11-708L7.9	111907351	111907587	pseudogene
11	ENSG00000150773.6	PIH1D2	111934734	111944998	protein_coding
11	ENSG00000150776.13	C11orf57	111944810	111955874	protein_coding
11	ENSG00000150779.7	TIMM8B	111955524	111957522	protein_coding
11	ENSG00000204370.4	SDHD	111957497	111990353	protein_coding
11	ENSG00000255292.1	SDHD	111957627	112071394	protein_coding
11	ENSG00000150782.7	IL18	112013974	112034840	protein_coding
11	ENSG00000254638.1	RP11-356J5.4	112035920	112043329	antisense
11	ENSG00000150783.5	TEX12	112038095	112043282	protein_coding
11	ENSG00000197580.7	BCO2	112046190	112095422	protein_coding
11	ENSG00000214264.4	RP11-356J5.5	112051496	112053914	pseudogene
11	ENSG00000255231.1	MRPS36P4	112079324	112079621	pseudogene
11	ENSG00000243930.1	RPS12P21	112089049	112089443	pseudogene
11	ENSG00000150787.3	PTS	112097088	112140678	protein_coding
11	ENSG00000243250.1	RPS6P16	112106094	112106748	pseudogene
11	ENSG00000215954.1	AP002884.1	112118553	112118647	miRNA
11	ENSG00000188771.3	C11orf34	112118876	112131583	protein_coding
11	ENSG00000268472.1	AP002884.2	112130988	112132117	protein_coding
11	ENSG00000213234.4	ST13P10	112138013	112139094	pseudogene
11	ENSG00000250303.2	RP11-356J5.12	112141472	112233257	processed_transcript
11	ENSG00000206772.1	RNU6-44P	112223279	112223385	snRNA
11	ENSG00000254968.2	RP11-65M17.3	112263841	112492452	lincRNA
11	ENSG00000213233.5	RPL23AP62	112332191	112332643	pseudogene
11	ENSG00000255484.1	RP11-65M17.1	112404945	112426525	lincRNA
11	ENSG00000212397.1	snosnR66	112473077	112473175	snoRNA
11	ENSG00000254626.1	RP11-27G22.1	112658027	112666577	lincRNA
11	ENSG00000247416.2	RP11-629G13.1	112830002	112834182	antisense
11	ENSG00000149294.12	NCAM1	112831997	113149158	protein_coding
11	ENSG00000238998.1	RNU7-187P	112848075	112848142	snRNA
11	ENSG00000227487.3	NCAM1-AS1	113140254	113144623	antisense
11	ENSG00000255129.1	RP11-839D17.3	113149159	113185159	antisense
11	ENSG00000149292.12	TTC12	113185251	113254266	protein_coding
11	ENSG00000270179.1	RP11-159N11.4	113239200	113239839	sense_intronic
11	ENSG00000170209.4	ANKK1	113258513	113271140	protein_coding
11	ENSG00000256757.1	RP11-159N11.3	113276043	113282839	antisense
11	ENSG00000149295.9	DRD2	113280318	113346413	protein_coding
11	ENSG00000265140.1	MIR4301	113320745	113320810	miRNA
11	ENSG00000166682.6	TMPRSS5	113558272	113577095	protein_coding
11	ENSG00000256091.1	RP11-627G1.1	113582442	113583120	pseudogene
11	ENSG00000086827.4	ZW10	113603909	113644533	protein_coding
11	ENSG00000243353.1	RP11-667M19.1	113621838	113622008	pseudogene
11	ENSG00000257070.1	RP11-667M19.4	113640382	113640716	pseudogene
11	ENSG00000256603.1	RP11-667M19.2	113641115	113642413	antisense
11	ENSG00000228607.2	CLDN25	113650469	113651222	protein_coding
11	ENSG00000256167.1	ATF4P4	113659953	113662088	pseudogene
11	ENSG00000255870.1	RP11-667M19.5	113659964	113660749	pseudogene
11	ENSG00000257101.1	LRRC37A13P	113662188	113662474	pseudogene
11	ENSG00000048028.7	USP28	113668596	113746292	protein_coding
11	ENSG00000256452.1	RP11-667M19.10	113688799	113693180	antisense
11	ENSG00000255710.2	RP11-667M19.9	113691578	113692607	pseudogene
11	ENSG00000201687.1	RNU6-1107P	113730068	113730171	snRNA
11	ENSG00000149305.2	HTR3B	113775399	113817287	protein_coding
11	ENSG00000166736.7	HTR3A	113845603	113861035	protein_coding
11	ENSG00000109906.9	ZBTB16	113930315	114121398	protein_coding
11	ENSG00000221112.1	AP000908.1	113957533	113957651	miRNA
11	ENSG00000256947.1	RP11-64D24.2	114081338	114227293	antisense
11	ENSG00000166741.3	NNMT	114128509	114184007	protein_coding
11	ENSG00000256195.2	RP11-64D24.4	114231357	114250767	antisense
11	ENSG00000180425.7	C11orf71	114262165	114271139	protein_coding
11	ENSG00000076053.6	RBM7	114270752	114284925	protein_coding
11	ENSG00000255663.1	RP11-212D19.4	114271404	114314654	protein_coding
11	ENSG00000076043.5	REXO2	114310108	114321001	protein_coding
11	ENSG00000256533.1	RP11-212D19.5	114323786	114324845	pseudogene
11	ENSG00000255982.1	NXPE2P1	114383428	114384153	pseudogene
11	ENSG00000270204.1	RP11-172C16.5	114388586	114389093	pseudogene
11	ENSG00000095110.3	NXPE1	114392437	114430617	protein_coding
11	ENSG00000238724.1	snoU13	114397851	114397954	snoRNA
11	ENSG00000137634.5	NXPE4	114441313	114466484	protein_coding
11	ENSG00000256674.1	RP11-172C16.4	114453975	114455414	pseudogene
11	ENSG00000204361.7	NXPE2	114549108	114579362	protein_coding
11	ENSG00000252870.1	ACA59	114998938	114999093	snoRNA
